GeneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
ALAS1	0.2258374604	7.0304998066	1.0896832062	0.2854313712	0.8123443246	-5.4420939183
OTTHUMG00000172111	0.2649153981	5.1714793237	1.0896189389	0.2854591868	0.8123443246	-5.4421591937
KLHL13	0.2226272752	6.2752586732	1.0895280243	0.2854985389	0.8123443246	-5.4422515284
RNA5SP84	-0.2960279767	4.3059136886	-1.0891667663	0.2856549464	0.8123443246	-5.44261836
KRTAP5-7	-0.2579938828	6.3674272059	-1.0890863942	0.2856897521	0.8123443246	-5.442699957
WDFY3-AS2	-0.2406042957	3.9330507548	-1.0885778305	0.2859100588	0.8124437981	-5.4432161445
DCLRE1C	-0.2073112829	5.4121196912	-1.0874641942	0.2863929027	0.8124437981	-5.4443457076
RP9P	0.3236336603	4.3926469486	1.0874341765	0.2864059257	0.8124437981	-5.4443761401
FAM166A	0.2218451776	3.625866041	1.0870900605	0.2865552479	0.8124437981	-5.4447249556
RNA5SP473	0.2874564642	4.760208281	1.0868749783	0.2866486067	0.8124437981	-5.4449429241
PARPBP	-0.2295007895	6.8991224401	-1.0867015053	0.2867239203	0.8124437981	-5.4451186963
ATP6V0D1	0.2188466688	6.8156576958	1.0866612325	0.2867414068	0.8124437981	-5.4451594993
KBTBD3	0.2215207711	3.9909808027	1.0866606918	0.2867416416	0.8124437981	-5.445160047
SNRPN	0.2220340344	4.8085549881	1.0865354947	0.2867960073	0.8124437981	-5.4452868834
LOC100129534	0.2461486791	3.8450072189	1.0862656943	0.2869131907	0.8124437981	-5.4455601708
ATP13A2	0.2219784383	6.0166265706	1.0861349811	0.2869699762	0.8124437981	-5.4456925512
KIAA0101	-0.2215633092	5.6222557963	-1.0852983498	0.2873336217	0.8124437981	-5.4465395095
SIRPA	0.2601450002	4.9038247856	1.0848185694	0.2875423084	0.8124437981	-5.4470249436
CUX2	0.2289672162	5.207578393	1.0846029055	0.2876361494	0.8124437981	-5.4472430851
ACVR1C	0.268535715	3.5556030836	1.0844512413	0.2877021556	0.8124437981	-5.447396468
CD79A	0.2446752893	3.4975868429	1.084425935	0.2877131703	0.8124437981	-5.4474220592
DUSP2	-0.254207154	4.2402311571	-1.0841138901	0.2878490137	0.8124437981	-5.447737572
PYGM	-0.2925641842	4.4888945585	-1.083962143	0.2879150907	0.8124437981	-5.4478909756
OTTHUMG00000163231	0.2295760047	5.4008763309	1.0838671118	0.2879564768	0.8124437981	-5.4479870342
CDRT15	-0.2277954771	4.3413224201	-1.0837450297	0.2880096497	0.8124437981	-5.448110425
TTC32	-0.2302585851	4.9488819475	-1.08370308	0.2880279225	0.8124437981	-5.4481528214
ZNF181	-0.2226286148	5.0368508533	-1.0836497821	0.2880511397	0.8124437981	-5.4482066847
OTTHUMG00000179318	-0.2269506792	4.7597109798	-1.0829468	0.2883574914	0.8128419091	-5.4489168985
NUDT12	-0.327183601	5.2309684319	-1.0825712432	0.2885212499	0.8128419091	-5.4492961465
BAD	0.2243123722	5.6288254236	1.0823723107	0.2886080196	0.8128419091	-5.4494969855
ESCO2	-0.2468359974	5.5688757388	-1.08235521	0.2886154794	0.8128419091	-5.4495142485
SCARNA5	-0.2450793438	8.8693085918	-1.0819789966	0.2887796287	0.8130061881	-5.4498939702
EMP3	0.2656946578	3.5045854484	1.0817260319	0.2888900395	0.8130191111	-5.450149226
IFI6	-0.2561246904	3.49601328	-1.0812763529	0.2890863838	0.8132737776	-5.4506028434
CCL4	0.2286643435	4.2666081035	1.0805596836	0.2893995009	0.8138566491	-5.4513254339
FTSJD1	0.2213283717	5.2245963877	1.0802669499	0.2895274673	0.8138823341	-5.4516204604
VPS25	-0.2420322601	8.2966040275	-1.0800541878	0.2896205	0.8138823341	-5.4518348431
ARV1	-0.278342063	6.410497275	-1.0789839089	0.2900888142	0.8146184503	-5.4529126903
DUS1L	0.2364457215	7.1897990733	1.0787299839	0.2902000013	0.8146184503	-5.4531682677
OTTHUMG00000171993	0.2398499066	4.3301778255	1.0785458593	0.2902806436	0.8146184503	-5.4533535561
FAM96A	-0.2746259244	6.5153634266	-1.0775070593	0.290735912	0.8146184503	-5.4543983814
SNRPD2	-0.2386993253	8.1482342	-1.0773458744	0.290806599	0.8146184503	-5.4545604189
DDR2	-0.2250052671	7.5510964201	-1.0772656833	0.2908417709	0.8146184503	-5.4546410258
GNRH1	0.2518885724	4.3388120715	1.076987614	0.2909637562	0.8146184503	-5.4549204949
ERC2	0.1997207508	5.385920813	1.0768000783	0.2910460461	0.8146184503	-5.4551089374
DTYMK	-0.2244409063	6.5879723208	-1.0767614991	0.2910629765	0.8146184503	-5.4551476995
WDR54	-0.2235648594	6.9686643373	-1.0767477565	0.2910690077	0.8146184503	-5.4551615069
ZNHIT3	-0.2559695852	6.7066589082	-1.0764911063	0.2911816578	0.8146184503	-5.4554193381
FASTKD1	-0.2192084982	6.2275579572	-1.0761914923	0.291313205	0.8146184503	-5.4557202599
KIAA1919	0.2133224148	7.2110879825	1.0760005996	0.2913970395	0.8146184503	-5.4559119459
FAM25G	-0.2158206159	4.0444243576	-1.0758226234	0.2914752169	0.8146184503	-5.4560906337
PPOX	0.2237721753	4.7102476985	1.0757088235	0.2915252121	0.8146184503	-5.4562048745
LOC101060449	-0.2327558722	3.7710631483	-1.0755766198	0.2915833003	0.8146184503	-5.4563375766
SLC8A3	0.2441986011	3.540037453	1.0749538089	0.2918570639	0.8146184503	-5.4569625347
OTTHUMG00000020540	-0.2587025525	3.6143377411	-1.0744210531	0.2920913874	0.8146184503	-5.457496865
EFCAB13	-0.2185192348	4.1606804007	-1.0743809732	0.2921090213	0.8146184503	-5.4575370536
PTGIS	-0.2778181935	4.9887614814	-1.0742670833	0.2921591332	0.8146184503	-5.4576512447
TAS2R46	-0.237450854	5.4456921447	-1.0740993314	0.2922329558	0.8146184503	-5.4578194202
LCE2A	-0.2247242694	3.7447046693	-1.0738677875	0.292334873	0.8146184503	-5.4580515095
FREM1	-0.2203847534	3.8201245081	-1.0737390599	0.2923915452	0.8146184503	-5.4581805206
STPG1	-0.2310772672	3.840508309	-1.0735304592	0.2924833979	0.8146184503	-5.4583895506
HIST2H3D	-0.2189087512	9.0022493953	-1.0729952145	0.2927191746	0.8146184503	-5.4589257269
MIR3689E	0.8283872575	3.9669801547	1.0722835264	0.2930328838	0.8146184503	-5.4596382755
TCF7L2	0.2311884854	4.9127931251	1.0722671283	0.2930401148	0.8146184503	-5.4596546884
KCNQ5	0.2583022544	5.9561213157	1.0721710883	0.2930824678	0.8146184503	-5.45975081
SHOX2	0.2631907018	4.3536104415	1.0719536474	0.2931783739	0.8146184503	-5.4599684068
OSBPL5	0.2323569898	4.0778707369	1.0715654334	0.2933496577	0.8146184503	-5.4603567989
KCTD17	0.2304927884	6.0175169287	1.0711128546	0.2935494294	0.8146184503	-5.460809423
CYP2R1	0.2377807588	4.7225635084	1.0709560878	0.2936186499	0.8146184503	-5.4609661648
UBC	-0.2372724401	8.0288697095	-1.0709496505	0.2936214925	0.8146184503	-5.4609726006
LOC100507670	-0.2226203107	3.6758426561	-1.0705707945	0.2937888255	0.8146184503	-5.4613513073
ECH1	-0.2729745632	7.0845855531	-1.0704730093	0.2938320263	0.8146184503	-5.4614490341
TTLL4	-0.219591154	6.901421909	-1.0704392684	0.2938469338	0.8146184503	-5.461482753
B3GALTL	-0.239851995	4.9585954202	-1.0702947659	0.2939107844	0.8146184503	-5.4616271501
EIF1	0.2128191424	8.1054678077	1.0702127567	0.2939470257	0.8146184503	-5.4617090915
DLC1	0.2402167487	4.7237505954	1.0700531533	0.2940175664	0.8146184503	-5.4618685466
TEX9	-0.2195055706	5.2718489993	-1.0694185556	0.2942981613	0.815101937	-5.4625023397
RWDD2A	-0.2472211709	5.7971597967	-1.0690223088	0.2944734626	0.8152252165	-5.4628979097
OTTHUMG00000153466	0.2693301699	3.6803710876	1.0684994166	0.2947049055	0.8152252165	-5.4634197037
FLJ39739	-0.2228244146	3.5750069398	-1.0673641756	0.2952078297	0.8152252165	-5.4645517569
CLEC18C	-0.2422912742	4.5135527392	-1.0668877556	0.2954190697	0.8152252165	-5.4650265112
PCID2	0.2362939196	8.446115399	1.0667011035	0.2955018586	0.8152252165	-5.4652124579
PIF1	-0.2378361002	4.0092282814	-1.0665665033	0.2955615702	0.8152252165	-5.465346531
CYB561D2	-0.2562798426	4.2019678363	-1.0664850631	0.295597703	0.8152252165	-5.4654276447
ASPM	-0.2208503271	8.3945040529	-1.0660772596	0.2957786814	0.8152252165	-5.4658337283
YARS2	0.2095297747	6.4328827239	1.0660389804	0.2957956733	0.8152252165	-5.4658718387
TMEM106A	-0.2167305178	3.5723833765	-1.065812263	0.2958963257	0.8152252165	-5.4660975311
ACTR10	-0.2264815665	6.5940504518	-1.0656866656	0.2959520958	0.8152252165	-5.4662225417
ANKRD39	-0.2339197294	6.3567373817	-1.0656713195	0.2959589105	0.8152252165	-5.4662378151
PEX11B	0.2477511154	6.2650721583	1.0656630161	0.2959625979	0.8152252165	-5.4662460792
MEIS1-AS2	-0.2299663289	4.3217128665	-1.0656264856	0.2959788207	0.8152252165	-5.4662824358
FAM214A	0.2416897698	5.3820702789	1.0652281902	0.2961557396	0.8152252165	-5.4666787608
MIR4746	0.3303153952	3.8223516156	1.0651141984	0.2962063874	0.8152252165	-5.4667921637
C1orf131	-0.2192307274	5.4816989917	-1.0649181978	0.2962934869	0.8152252165	-5.4669871258
B4GALT4	-0.2195096123	5.1577378014	-1.0647499376	0.2963682734	0.8152252165	-5.4671544683
OTTHUMG00000168304	0.2500743519	4.7871573129	1.0646212853	0.2964254645	0.8152252165	-5.4672824026
BID	-0.228445565	6.7488017355	-1.0643998806	0.2965239059	0.8152252165	-5.4675025385
LOC100506411	0.2154267867	4.1121776274	1.0642698502	0.296581731	0.8152252165	-5.4676318043
CLCN4	0.2079549773	6.1681627916	1.0637553909	0.2968105917	0.8152252165	-5.4681430966
APOL2	0.2390559028	3.7462748041	1.0635532906	0.2969005314	0.8152252165	-5.4683438909
GINS4	0.2064758086	5.0906473505	1.0634752457	0.2969352686	0.8152252165	-5.4684214221
OTTHUMG00000035468	0.211351441	5.0109449765	1.0633402429	0.2969953639	0.8152252165	-5.468555524
IFT74	-0.2399158878	5.5398986356	-1.0619051759	0.2976347028	0.8162843448	-5.4699800517
HLA-B	-0.2289969579	3.8412830346	-1.0612580876	0.2979233056	0.8162843448	-5.4706218117
OTTHUMG00000155433	0.2171471445	3.6334308212	1.0612307894	0.2979354851	0.8162843448	-5.4706488774
SLCO4A1	-0.2750191766	4.4841788335	-1.0612112763	0.2979441912	0.8162843448	-5.4706682237
CROCCP2	-0.2311045607	5.0734413674	-1.0609215373	0.2980734859	0.8162843448	-5.4709554493
SNORA75	-0.3036843862	10.9064522984	-1.0608491455	0.2981057965	0.8162843448	-5.4710272018
SCAI	0.2062875793	6.8429567922	1.0605829806	0.2982246152	0.8162843448	-5.471290978
ANKRD46	0.2259883696	6.0195138985	1.0603506061	0.2983283769	0.8162843448	-5.4715212175
PROCR	0.2292189578	3.6950624464	1.0603303444	0.2983374255	0.8162843448	-5.4715412909
MAPK11	0.2297871485	4.1567847586	1.059426041	0.298741473	0.8170048825	-5.4724368304
CCDC74B-AS1	-0.224724932	3.9979551064	-1.0592650438	0.2988134478	0.8170048825	-5.4725961939
SRGAP2	-0.220563154	6.2973241924	-1.0587640966	0.2990374777	0.817123636	-5.4730919161
KLHDC8A	0.2431260166	4.2962771757	1.0586923115	0.2990695906	0.817123636	-5.473162935
CDC45	0.2167991793	6.483799888	1.0576011092	0.2995580364	0.81765651	-5.4742419452
GLYCTK-AS1	-0.2526544953	4.8439624193	-1.0575736675	0.2995703271	0.81765651	-5.4742690671
MIR328	0.4244921568	3.9100056201	1.056723713	0.2999511854	0.81765651	-5.475108799
ACTB	-0.2767684861	6.1290974453	-1.0564655122	0.3000669507	0.81765651	-5.4753637719
LRRC14B	0.2162104493	4.0822221251	1.0561674025	0.3002006485	0.81765651	-5.4756580837
MEOX2	-0.2381401149	3.3769678216	-1.0561477347	0.3002094707	0.81765651	-5.4756774983
PYGO2	0.2106589586	6.1614825872	1.0561383348	0.3002136872	0.81765651	-5.475686777
IRF2BP1	-0.2203310669	4.5123693142	-1.0558133532	0.3003594888	0.81765651	-5.4760075236
SAT1	0.2451407405	5.2681177961	1.0554368111	0.3005284852	0.81765651	-5.4763790457
SEMA5A	-0.2157167773	4.4419234842	-1.0554288369	0.3005320648	0.81765651	-5.4763869122
ALS2CL	0.2169592877	4.1763168719	1.0552133632	0.3006288028	0.81765651	-5.4765994572
NEK6	0.2077104383	4.4594611381	1.0551304764	0.300666021	0.81765651	-5.4766812067
CPNE3	-0.2196227288	6.3467311986	-1.0546498154	0.3008819138	0.81765651	-5.4771551571
CLSPN	-0.2411960795	7.0731395561	-1.0545425898	0.3009300899	0.81765651	-5.4772608587
B4GALT6	-0.2201086955	5.5443347395	-1.0542792717	0.301048421	0.81765651	-5.4775203924
LANCL2	0.2457593529	5.7974516079	1.0542754823	0.3010501241	0.81765651	-5.4775241269
PPFIA2	0.2081115304	6.0177572803	1.0539489329	0.3011969163	0.81765651	-5.4778458995
SH3GL1P1	0.2419303251	3.7602393077	1.0539291941	0.301205791	0.81765651	-5.4778653467
LINC00316	-0.2342740776	3.6363798172	-1.0537492975	0.3012866823	0.81765651	-5.4780425698
LINC00877	0.2092514273	3.740499029	1.0525748932	0.3018151334	0.8183053467	-5.479198839
RNU7-77P	0.2430872918	5.0229650216	1.0525473341	0.3018275421	0.8183053467	-5.4792259583
SDC4	0.2415528194	4.0517027976	1.052313507	0.3019328389	0.8183053467	-5.479456028
TFCP2L1	0.2468410285	4.4708156498	1.0516742801	0.3022208268	0.8183053467	-5.4800847439
DTX3L	-0.204241581	4.7811850706	-1.0513189741	0.3023809845	0.8183053467	-5.4804340561
CMTM3	0.2104880457	4.8235812449	1.0507830421	0.3026226741	0.8183053467	-5.4809607425
SCARNA4	-0.2603281969	9.7973899869	-1.0507255692	0.3026486007	0.8183053467	-5.4810172093
MORN4	-0.2377859682	5.0472128331	-1.0504658634	0.3027657762	0.8183053467	-5.4812723334
STARD10	0.2246876836	5.1171885982	1.0501993834	0.3028860413	0.8183053467	-5.4815340521
FLJ21369	0.261161994	4.4628257599	1.0496601906	0.3031294868	0.8183053467	-5.4820634245
DCLK3	0.3305356952	5.9444369557	1.049555891	0.3031765939	0.8183053467	-5.4821657958
SNORA79	-0.1989989863	6.8060939555	-1.049376359	0.303257692	0.8183053467	-5.4823419866
ZNF292	-0.2055606969	8.0795891263	-1.0492445805	0.3033172285	0.8183053467	-5.482471295
GZMM	-0.2340006394	3.8793406499	-1.0492150364	0.3033305775	0.8183053467	-5.4825002833
LDLRAD4	0.2209104944	4.3162309377	1.0490154116	0.3034207849	0.8183053467	-5.4826961329
RNF138	-0.208595445	4.1559546862	-1.0488855018	0.3034794992	0.8183053467	-5.4828235674
MAGEE2	0.221538165	3.5860240686	1.0486197013	0.303599656	0.8183053467	-5.4830842585
DIS3L	0.2120643523	6.8599590469	1.0485367129	0.3036371782	0.8183053467	-5.4831656393
ZNF605	0.2369950791	6.3358153875	1.0485126865	0.3036480421	0.8183053467	-5.4831891992
PAGE5	-0.3107377351	3.409025482	-1.0483543246	0.3037196545	0.8183053467	-5.4833444736
LOC100505771	0.2231328701	4.3055131142	1.0478152003	0.303963539	0.8183053467	-5.4838729255
ATP2B4	0.2426755951	4.6293976749	1.0474482541	0.3041296136	0.8183053467	-5.4842324651
PPTC7	0.213137046	6.217791887	1.0473916795	0.3041552241	0.8183053467	-5.4842878876
ORC3	-0.2427559738	9.2784249156	-1.046998041	0.3043334605	0.8183053467	-5.4846734331
SRRD	-0.2204636077	5.336687376	-1.046955989	0.3043525056	0.8183053467	-5.4847146126
LOC100507283	0.2499167948	3.9926222136	1.0462013353	0.3046944267	0.8183053467	-5.4854533521
ABHD11	0.2257746684	4.394315874	1.0458603968	0.3048489885	0.8183053467	-5.4857869405
C19orf25	0.2509964666	5.2463586696	1.0458522655	0.3048526754	0.8183053467	-5.4857948952
PHLDA1	0.2274993408	4.4801388048	1.0457724873	0.3048888505	0.8183053467	-5.4858729387
TSKU	-0.2192315738	5.4443291545	-1.0457477765	0.3049000561	0.8183053467	-5.485897111
CCNA2	-0.2164064541	8.7944339155	-1.045740995	0.3049031313	0.8183053467	-5.4859037445
STYX	-0.2088583533	5.8508955959	-1.0456622635	0.3049388359	0.8183053467	-5.4859807565
GLDN	0.2763736697	3.5974746541	1.0453093535	0.3050989158	0.8183053467	-5.4863258932
ARSG	0.208952001	6.0972433734	1.0452032534	0.3051470543	0.8183053467	-5.4864296354
KLF2	-0.2186793543	3.9137860153	-1.0449610829	0.305256949	0.818314424	-5.4866663878
AKTIP	0.2591741166	5.5533881417	1.0445235022	0.3054555893	0.8185613159	-5.4870940508
LOC728734	0.2201287933	7.7580211036	1.0438061194	0.305781442	0.8190046135	-5.4877948186
OTTHUMG00000152658	0.2359641424	3.6008380917	1.0436899979	0.3058342101	0.8190046135	-5.4879082091
SNORD103A	0.2098677524	5.0971421902	1.0430914137	0.3061063206	0.8193081417	-5.4884925317
ITPKA	0.235116273	3.6798637864	1.0429399375	0.3061752071	0.8193081417	-5.4886403501
FAM161B	0.2150392488	4.3560143327	1.042055691	0.3065775503	0.8193081417	-5.4895028506
EXOSC8	-0.2299518327	7.2536064435	-1.0418020801	0.3066930147	0.8193081417	-5.4897501005
OTTHUMG00000177740	0.2227758958	5.019258455	1.0417978788	0.3066949277	0.8193081417	-5.489754196
MIR502	-0.2232629551	5.0498221937	-1.0417969455	0.3066953527	0.8193081417	-5.4897551058
PNKP	0.210420818	4.9624921448	1.0416252493	0.3067735405	0.8193081417	-5.4899224635
SNHG7	-0.2170745306	6.718747541	-1.0415656884	0.3068006669	0.8193081417	-5.4899805135
SLC35E3	0.2111637994	5.7468670351	1.0402179596	0.307414924	0.8204577444	-5.4912932379
NPIPB3	0.2307565348	9.6178909235	1.0399659139	0.3075298947	0.8204577444	-5.4915385641
SLC4A9	-0.2127923284	3.7942806879	-1.03991852	0.3075515168	0.8204577444	-5.4915846883
ISCA2	-0.2327885333	5.2401899199	-1.0395838748	0.3077042193	0.8205801865	-5.4919103138
MOK	-0.2055776189	3.5907399154	-1.0388507548	0.3080389357	0.8208940774	-5.4926233372
SARDH	-0.2278986323	3.6891923744	-1.0387499757	0.3080849677	0.8208940774	-5.4927213176
SH3D21	-0.2435669944	4.1087696115	-1.038427221	0.308232422	0.8208940774	-5.4930350504
CCNG1	-0.2184031175	6.5302423256	-1.0383601192	0.3082630844	0.8208940774	-5.4931002652
C15orf37	-0.2513874803	4.1460936706	-1.0381441656	0.3083617797	0.8208940774	-5.4933101198
SORCS2	-0.2312217435	4.2673946254	-1.0378242185	0.3085080428	0.8208940774	-5.4936209571
LOC646471	-0.2161727219	3.8763404085	-1.037689066	0.3085698419	0.8208940774	-5.4937522349
ITGB3BP	-0.2161931295	6.0881245574	-1.0366541658	0.3090433421	0.8218276013	-5.4947569452
COPS4	-0.2255402894	6.6199535617	-1.0363200815	0.3091963047	0.8218276013	-5.4950810869
TMEM79	-0.2213862339	5.0175725787	-1.0362210658	0.3092416498	0.8218276013	-5.4951771375
LRRC8B	-0.2124028279	6.4376662263	-1.0355334931	0.3095566577	0.8222753282	-5.4958438867
C1orf132	0.2278859677	4.3428860119	1.0351437094	0.3097353345	0.8222753282	-5.4962216849
HOXC8	0.2640924496	3.6985270246	1.0343079601	0.3101186842	0.8222753282	-5.4970312948
ZNF283	0.2088766496	4.1422033678	1.0337453714	0.3103769242	0.8222753282	-5.4975759491
RPS16	-0.2575661903	6.6783239024	-1.0337447518	0.3103772087	0.8222753282	-5.4975765488
CEBPD	0.2273988582	4.981264509	1.0337373413	0.3103806113	0.8222753282	-5.4975837212
ZNF570	0.2270484111	5.2059360739	1.0332781492	0.3105915029	0.8222753282	-5.4980280699
AKR1E2	0.2139271137	3.8017530719	1.033272813	0.3105939542	0.8222753282	-5.4980332325
MT2A	0.2900955348	3.9866257517	1.0328508504	0.3107878367	0.8222753282	-5.4984413931
OR2AK2	0.2412378996	4.0427148167	1.0328014867	0.3108105237	0.8222753282	-5.4984891321
IGLV3-9	-0.2031296845	3.7808418789	-1.0327423183	0.3108377184	0.8222753282	-5.4985463504
CLIP3	0.2379298753	7.7302183285	1.0326962142	0.3108589097	0.8222753282	-5.4985909329
GOLGA6L9	0.215630455	6.1419935558	1.0323032023	0.3110395945	0.8222753282	-5.4989708994
MIR933	0.2097906313	4.9761957631	1.0320356669	0.3111626342	0.8222753282	-5.4992294783
FLNC	0.2565431933	5.9571068841	1.0319265479	0.3112128278	0.8222753282	-5.4993349266
NCDN	-0.2101617542	5.0687112986	-1.0317641601	0.311287535	0.8222753282	-5.4994918327
SLC10A5	-0.2440137068	3.7530811398	-1.031530586	0.3113950136	0.8222753282	-5.4997174822
ZNF587B	0.2094082228	4.6995717757	1.0313958475	0.3114570249	0.8222753282	-5.499847628
OTTHUMG00000164137	-0.2192145429	3.6386088172	-1.0313110126	0.3114960733	0.8222753282	-5.4999295632
TMEM201	-0.2136225465	5.677254351	-1.0310495519	0.3116164416	0.8222753282	-5.5001820479
OTTHUMG00000169101	0.2267106313	5.3280977301	1.0303333519	0.3119463237	0.8222753282	-5.5008733593
PCDH7	0.2444711599	4.6856010563	1.0303121121	0.3119561104	0.8222753282	-5.5008938542
TRBV6-5	0.2543228983	5.1702732911	1.0301257159	0.3120420064	0.8222753282	-5.5010736971
INPP5E	0.1949288632	5.4463519601	1.0300652635	0.3120698679	0.8222753282	-5.5011320177
LOC100270804	0.22977722	4.3755503249	1.0297170058	0.3122304075	0.8222753282	-5.5014679329
YME1L1	0.2164558305	3.6810721003	1.0296938098	0.3122411024	0.8222753282	-5.5014903031
MZF1	0.224561339	4.7147582075	1.0295664992	0.3122998057	0.8222753282	-5.501613073
PDK1	-0.224087728	8.6290870443	-1.0287414023	0.3126804467	0.822284043	-5.5024084037
GHITM	-0.2208110598	8.5888617358	-1.0287011368	0.3126990306	0.822284043	-5.5024472016
OTTHUMG00000018553	-0.2372985777	4.6599368641	-1.0286988225	0.3127000988	0.822284043	-5.5024494315
OTTHUMG00000016583	-0.2638506645	4.0635542807	-1.0285178999	0.3127836104	0.822284043	-5.5026237421
KIAA1211L	-0.2253354086	4.096425306	-1.0283564059	0.312858167	0.822284043	-5.5027793102
OTTHUMG00000170230	-0.2677792384	4.036221914	-1.0270523623	0.3134606556	0.822284043	-5.5040346794
C19orf66	-0.2075088558	3.7373215727	-1.0269992041	0.3134852326	0.822284043	-5.5040858224
TBC1D3G	-0.2143929367	5.2043340492	-1.0269562035	0.3135051144	0.822284043	-5.504127191
SUV39H1	-0.2123248693	5.4141657901	-1.0268956405	0.3135331178	0.822284043	-5.5041854528
NDUFAF2	-0.2219884782	5.375979802	-1.0268735474	0.3135433337	0.822284043	-5.5042067057
NEAT1	0.2304163136	8.5037785124	1.0263996091	0.3137625404	0.822284043	-5.5046625174
SNORD116-1	0.2757123203	4.5288022129	1.0262435382	0.3138347499	0.822284043	-5.5048125767
MMS22L	-0.208626872	6.8695767896	-1.0262139583	0.313848437	0.822284043	-5.5048410149
ATP9B	-0.231089372	4.9677371684	-1.0261893553	0.3138598215	0.822284043	-5.5048646677
ABCD3	-0.2100116496	7.1784319981	-1.0260805993	0.3139101493	0.822284043	-5.5049692171
RGS10	0.2122826542	5.6126937008	1.0258528979	0.3140155385	0.822284043	-5.5051880782
HUNK	0.2074302668	5.6428108435	1.0253917004	0.314229074	0.8225628538	-5.5056312329
USP18	-0.2151901794	6.2151714483	-1.024584123	0.3146032272	0.8227904888	-5.5064067748
